categories,employmentTypes,metadata_expiryDate,metadata_isPostedOnBehalf,metadata_jobPostId,metadata_newPostingDate,metadata_originalPostingDate,metadata_repostCount,metadata_totalNumberJobApplication,metadata_totalNumberOfView,minimumYearsExperience,numberOfVacancies,occupationId,positionLevels,postedCompany_name,salary_maximum,salary_minimum,salary_type,status_id,status_jobStatus,title
"[{""id"":11,""category"":""Engineering""}]",Permanent,26/7/2023,FALSE,MCF-2023-0274184,26/6/2023,8/4/2023,2,1,92,2,2,,Junior Executive,TIANCHENG ELECTRICAL MARINE EQUIPMENT PTE. LTD.,2800,2500,Monthly,0,Re-open,QA Engineer
"[{""id"":15,""category"":""F&B""}]",Full Time,8/5/2023,TRUE,MCF-2023-0274239,8/4/2023,8/4/2023,0,1,24,5,3,,Executive,ORIENTAL EMPLOYMENT PTE. LTD.,4600,3000,Monthly,0,Closed,Chef
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274146,8/4/2023,8/4/2023,0,5,94,1,3,,Executive,IN.CORP CORPORATE SERVICES PTE. LTD.,4200,2800,Monthly,0,Closed,Associate/Senior Associate - Accounting & Finance
"[{""id"":6,""category"":""Building and Construction""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274312,8/4/2023,8/4/2023,0,20,132,5,1,,Executive,YU ZE CONSTRUCTION PTE. LTD.,6500,3500,Monthly,0,Closed,Construction Supervisor
"[{""id"":14,""category"":""Events / Promotions""},{""id"":25,""category"":""Manufacturing""}]",Contract,8/5/2023,FALSE,MCF-2023-0274154,8/4/2023,8/4/2023,0,57,1617,0,20,,Fresh/entry level,HMLY PTE LTD,2400,1400,Monthly,0,Closed,Packer
"[{""id"":21,""category"":""Information Technology""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274252,8/4/2023,8/4/2023,0,197,1014,3,20,,Manager,DOITWELL PTE. LTD.,12000,9000,Monthly,0,Closed,Data Analyst
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274191,8/4/2023,8/4/2023,0,6,70,2,1,,Executive,TALENT TRADER GROUP PTE. LTD.,8200,5500,Monthly,0,Closed,Tender Assistant Manager / Freight Forwarding
"[{""id"":25,""category"":""Manufacturing""}]",Full Time,29/4/2023,FALSE,MCF-2023-0274298,8/4/2023,8/4/2023,0,1,57,2,3,,Middle Management,CN CANVAS & HARDWARE PTE. LTD.,4200,3200,Monthly,0,Closed,Senior Production Coordinator
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274240,8/4/2023,8/4/2023,0,2,43,4,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,5000,4000,Monthly,0,Closed,Accountant - Open for Auditor / (Central)
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":17,""category"":""General Work""}]",Full Time,8/5/2023,TRUE,MCF-2023-0274187,8/4/2023,8/4/2023,0,5,139,10,4,,Professional,WONDERFUL MANPOWER PTE. LTD.,4700,2400,Monthly,0,Closed,Clerk
"[{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""},{""id"":35,""category"":""Sales / Retail""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274217,8/4/2023,8/4/2023,0,0,35,2,1,,Manager,RECRUITPEDIA PTE. LTD.,6500,4500,Monthly,0,Closed,"Sales Manager (Pumps, Seals) / Oil & Gas MNC / West"
"[{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274209,8/4/2023,8/4/2023,0,3,55,1,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,2900,2300,Monthly,0,Closed,"Supply Chain Assistant / Global MNC / Central (No Experience Required, Training Provided)"
"[{""id"":6,""category"":""Building and Construction""},{""id"":7,""category"":""Consulting""},{""id"":11,""category"":""Engineering""},{""id"":35,""category"":""Sales / Retail""},{""id"":42,""category"":""Wholesale Trade""}]",Permanent,8/5/2023,FALSE,MCF-2023-0251067,8/4/2023,30/3/2023,2,3,78,2,1,,Junior Executive,WORKSTONE PTE. LTD.,3800,2500,Monthly,0,Closed,"Sales Engineer - Tuas | Semicon | On Job Training provided| $3,600 + $150 Allowance"
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274188,8/4/2023,8/4/2023,0,8,69,2,4,,Executive,TALENT TRADER GROUP PTE. LTD.,6200,3000,Monthly,0,Closed,Account Manager (Biolaboratory / Healthcare)
"[{""id"":8,""category"":""Customer Service""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274332,8/4/2023,8/4/2023,0,7,106,5,1,,Manager,DS TRADERS PTE. LTD.,8000,7000,Monthly,0,Closed,SHOP MANAGER
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274149,8/4/2023,8/4/2023,0,13,255,3,1,,Executive,JASPORE MARINE PTE. LTD.,4000,2800,Monthly,0,Closed,Account
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""},{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":25,""category"":""Manufacturing""}]",Permanent,22/4/2023,FALSE,MCF-2023-0057597,8/4/2023,20/1/2023,2,8,112,1,2,,Junior Executive,RECRUITFLASH PTE. LTD.,3800,2800,Monthly,0,Closed,Assistant Printing Engineer / Operator (producing labels)
"[{""id"":8,""category"":""Customer Service""},{""id"":29,""category"":""Professional Services""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274335,8/4/2023,8/4/2023,0,38,363,3,1,,Executive,HARBOURVEST PARTNERS (SINGAPORE) PTE. LTD.,9200,8500,Monthly,0,Closed,Client Service Associate
"[{""id"":21,""category"":""Information Technology""}]",Contract,22/4/2023,FALSE,MCF-2023-0274125,8/4/2023,8/4/2023,0,1,42,3,5,,Executive,JOBLINE RESOURCES PTE. LTD.,7000,4000,Monthly,0,Closed,Security Operations Engineer (Ref 25248)
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""},{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274139,8/4/2023,8/4/2023,0,3,35,0,1,,Fresh/entry level,CT SOLUTIONS (PTE. LTD.),2800,2300,Monthly,0,Closed,"Customer Service Officer – Freight Forwarding (5 Days / Up to $2,800 + AWS / Changi / No Experience Required)"
"[{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""}]",Permanent,29/4/2023,FALSE,MCF-2023-0242090,22/4/2023,28/3/2023,2,6,146,0,1,,Fresh/entry level,ATOMRECRUIT PTE. LTD.,2700,2400,Monthly,0,Closed,"Assistant Engineer (Start pay-$2500+$200, No experience/fresh welcome)"
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274138,8/4/2023,8/4/2023,0,3,56,1,1,,Junior Executive,CT SOLUTIONS (PTE. LTD.),3500,3000,Monthly,0,Closed,"Retail Sales Associate (MNC / 5 Days / Up to $3,500 + Annual Variable Incentive + Monthly Incentive / Marina Bay Sands / Employee Discount + Gym Sponsorship)"
"[{""id"":11,""category"":""Engineering""}]",Full Time,8/5/2023,FALSE,MCF-2023-0071885,8/4/2023,30/1/2023,2,2,217,1,2,,Executive,SC ENGINEERING PRIVATE LIMITED,3800,2500,Monthly,0,Closed,Project Engineer
"[{""id"":33,""category"":""Repair and Maintenance""}]",Full Time,8/6/2023,FALSE,MCF-2023-0183287,9/5/2023,8/3/2023,2,7,323,1,1,,Executive,SC ENGINEERING PRIVATE LIMITED,3000,2000,Monthly,0,Closed,Air-Con Technician
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274321,8/4/2023,8/4/2023,0,4,59,3,1,,Professional,THE TALENT NETWORK PRIVATE LIMITED,5000,4800,Monthly,0,Closed,"Psychologist ( Welfare Organisation) - Up to $ 5,000.00 + AWS + VB / Island-wide area - 2 openings"
"[{""id"":8,""category"":""Customer Service""},{""id"":14,""category"":""Events / Promotions""},{""id"":21,""category"":""Information Technology""},{""id"":26,""category"":""Marketing / Public Relations""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274124,8/4/2023,8/4/2023,0,6,164,3,1,,Executive,LONDON SCHOOL OF BUSINESS & FINANCE PTE. LTD.,3300,2800,Monthly,0,Closed,Marketing Executive
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274324,8/4/2023,8/4/2023,0,0,38,3,1,,Professional,THE TALENT NETWORK PRIVATE LIMITED,5000,4800,Monthly,0,Closed,"Speech Therapist ( Welfare Organisation) - Up to $ 5,000.00 + AWS + VB / Island-wide area - 2 openings"
"[{""id"":8,""category"":""Customer Service""},{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,8/5/2023,TRUE,MCF-2023-0274304,8/4/2023,8/4/2023,0,18,451,1,1,,Executive,SEARCH PERSONNEL PRIVATE LIMITED,3700,1800,Monthly,0,Closed,Patient Care or Service Associate (Inpatient) | 5 DAYS | ALL WELCOME
"[{""id"":23,""category"":""Legal""},{""id"":29,""category"":""Professional Services""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274147,8/4/2023,8/4/2023,0,4,56,2,2,,Senior Executive,IN.CORP CORPORATE SERVICES PTE. LTD.,4500,3500,Monthly,0,Closed,Senior Associate - Corporate Secretarial 
"[{""id"":3,""category"":""Advertising / Media""},{""id"":4,""category"":""Architecture / Interior Design""},{""id"":9,""category"":""Design""},{""id"":26,""category"":""Marketing / Public Relations""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274115,8/4/2023,8/4/2023,0,8,178,1,1,,Fresh/entry level,LONDON SCHOOL OF BUSINESS & FINANCE PTE. LTD.,2500,2000,Monthly,0,Closed,Junior Web cum Graphic Designer
"[{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""},{""id"":41,""category"":""Others""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274140,8/4/2023,8/4/2023,0,9,96,0,1,,Fresh/entry level,CT SOLUTIONS (PTE. LTD.),3000,2500,Monthly,0,Closed,"Assistant Shipping Executive (MNC / 5 Days / Up to $3,000 + AWS + Performance Bonus / Tuas / Island Wide Company Transport Provided / No Experience Required)"
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":5,""category"":""Banking and Finance""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274293,8/4/2023,8/4/2023,0,4,74,3,1,,Senior Executive,STAFFLINK SERVICES PRIVATE LIMITED,6000,4000,Monthly,0,Closed,Finance Executive | (Jap MNC)
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":25,""category"":""Manufacturing""},{""id"":31,""category"":""Purchasing / Merchandising""},{""id"":41,""category"":""Others""}]",Permanent,22/4/2023,FALSE,MCF-2023-0165006,8/4/2023,1/3/2023,2,1,63,1,2,,Senior Executive,RECRUITFLASH PTE. LTD.,5000,3000,Monthly,0,Closed,"MNC Software Engineer / EVS, PQMS, EMS Project– ( Junior / Entry level / Senior ) X3 Opening)"
"[{""id"":5,""category"":""Banking and Finance""},{""id"":7,""category"":""Consulting""},{""id"":22,""category"":""Insurance""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Freelance,8/5/2023,FALSE,MCF-2023-0274137,8/4/2023,8/4/2023,0,0,37,0,5,,Executive,CT SOLUTIONS (PTE. LTD.),5000,2000,Monthly,0,Closed,"Business Partner / Client Advisor, Financial Advisory (Up to $5,000 Monthly Incentive + Monthly Commission + Performance Bonus / Alexandra Road / Career Progression Opportunity / Overseas Travel)"
"[{""id"":10,""category"":""Education and Training""}]",Part Time,8/5/2023,FALSE,MCF-2023-0054750,8/4/2023,20/1/2023,2,1,98,3,1,,Professional,MUSIC LIFESTYLE ACADEMY LLP,3000,3000,Monthly,0,Closed,Violin Teacher Singapore
"[{""id"":21,""category"":""Information Technology""}]",Permanent,22/4/2023,FALSE,MCF-2023-0274136,8/4/2023,8/4/2023,0,2,42,5,5,,Manager,JOBLINE RESOURCES PTE. LTD.,8500,5000,Monthly,0,Closed,Project Manager (CCTV/Video Analytics) (Ref 25026)
"[{""id"":10,""category"":""Education and Training""}]",Part Time,8/5/2023,FALSE,MCF-2023-0133021,8/4/2023,18/2/2023,1,0,32,3,1,,Professional,MUSIC LIFESTYLE ACADEMY LLP,3000,3000,Monthly,0,Closed,Cello Teacher Singapore
"[{""id"":11,""category"":""Engineering""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274284,8/4/2023,8/4/2023,0,4,53,1,1,,Junior Executive,STAFFLINK SERVICES PRIVATE LIMITED,4000,3000,Monthly,0,Closed,Field Service Engineer (PCB / Probe Cards)
"[{""id"":41,""category"":""Others""}]",Full Time,22/4/2023,TRUE,MCF-2023-0274333,8/4/2023,8/4/2023,0,7,113,5,2,,Fresh/entry level,KAL CONSULTANCY PTE. LTD.,3800,2800,Monthly,0,Closed,Baker
"[{""id"":8,""category"":""Customer Service""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274100,8/4/2023,8/4/2023,0,12,77,2,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,4000,3000,Monthly,0,Closed,Marine Operations Admin (Port) / South
"[{""id"":23,""category"":""Legal""}]",Full Time,15/4/2023,FALSE,MCF-2023-0274122,8/4/2023,8/4/2023,0,3,72,1,1,,Professional,MALKIN & MAXWELL LLP,6000,5000,Monthly,0,Closed,Law Associate
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":25,""category"":""Manufacturing""},{""id"":31,""category"":""Purchasing / Merchandising""},{""id"":41,""category"":""Others""}]",Permanent,29/4/2023,FALSE,MCF-2023-0165003,8/4/2023,1/3/2023,2,1,57,1,2,,Senior Executive,RECRUITFLASH PTE. LTD.,5000,3000,Monthly,0,Closed,MNC Electrical Engineers / Project Engineer– Maintenance 66/22/6.6kV RTUs ( ( Junior / Entry level / Senior ) X3 Opening)
"[{""id"":21,""category"":""Information Technology""}]",Contract,22/4/2023,FALSE,MCF-2023-0274120,8/4/2023,8/4/2023,0,2,39,5,5,,Executive,JOBLINE RESOURCES PTE. LTD.,8000,5000,Monthly,0,Closed,Database Administrator (Ref 24652)
"[{""id"":8,""category"":""Customer Service""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274101,8/4/2023,8/4/2023,0,12,84,2,2,,Senior Executive,RECRUITPEDIA PTE. LTD.,3500,2500,Monthly,0,Closed,Admin Officer (Marine Port) / South
"[{""id"":16,""category"":""General Management""},{""id"":22,""category"":""Insurance""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274056,8/4/2023,8/4/2023,0,1,25,4,1,,Executive,RECRUITPEDIA PTE. LTD.,4500,3000,Monthly,0,Closed,Operations Executive (Project Management) / Insurance MNC
"[{""id"":5,""category"":""Banking and Finance""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274117,8/4/2023,8/4/2023,0,19,198,3,1,,Professional,GIC PRIVATE LIMITED,13000,6500,Monthly,0,Closed,"Associate/AVP, Asset Valuation and Analytics (JR15095)"
"[{""id"":15,""category"":""F&B""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274123,8/4/2023,8/4/2023,0,2,21,2,1,,Junior Executive,HHJ KITCHEN PTE. LTD.,4500,3300,Monthly,0,Closed,COOK
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274054,8/4/2023,8/4/2023,0,3,60,1,1,,Fresh/entry level,RECRUITPEDIA PTE. LTD.,2600,2200,Monthly,0,Closed,Front Desk Officer (6 days work week)
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":5,""category"":""Banking and Finance""},{""id"":16,""category"":""General Management""},{""id"":29,""category"":""Professional Services""},{""id"":41,""category"":""Others""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274145,8/4/2023,8/4/2023,0,60,371,1,1,,Senior Executive,CRESCO INVESTMENTS PTE. LTD.,5500,3500,Monthly,0,Closed,Office Manager
"[{""id"":17,""category"":""General Work""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":41,""category"":""Others""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274143,8/4/2023,8/4/2023,0,1,28,1,1,,Non-executive,CT SOLUTIONS (PTE. LTD.),2500,2300,Monthly,0,Closed,"Class 4 Lorry Driver (5.5 Days / Up to $2,500 + AWS / Changi)"
"[{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""},{""id"":36,""category"":""Sciences / Laboratory / R&D""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274058,8/4/2023,8/4/2023,0,7,55,6,5,,Professional,RECRUITPEDIA PTE. LTD.,10000,7000,Monthly,0,Closed,Senior R&D Mechanical Engineer (Tool Design) Global MNC
"[{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274035,8/4/2023,8/4/2023,0,10,66,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,5000,3000,Monthly,0,Closed,Procurement Specialist (Global Manufacturing MNC)
"[{""id"":11,""category"":""Engineering""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274073,8/4/2023,8/4/2023,0,1,29,1,1,,Fresh/entry level,RECRUITPEDIA PTE. LTD.,8000,6000,Monthly,0,Closed,Senior Digital Designer (E&E MNC) - Overseas Opportunity
"[{""id"":20,""category"":""Human Resources""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274111,8/4/2023,8/4/2023,0,7,48,3,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,4500,3000,Monthly,0,Closed,HR Payroll Executive (Timesoft) / Global MNC / Central
"[{""id"":26,""category"":""Marketing / Public Relations""},{""id"":28,""category"":""Personal Care / Beauty""},{""id"":35,""category"":""Sales / Retail""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274042,8/4/2023,8/4/2023,0,0,50,1,5,,Non-executive,DI YI TCM PTE. LTD.,5000,3000,Monthly,0,Closed,Sales Representative
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274044,8/4/2023,8/4/2023,0,0,20,1,1,,Non-executive,RECRUITPEDIA PTE. LTD.,2800,2300,Monthly,0,Closed,Customer Service Officer (Retail Hour)
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,22/4/2023,FALSE,MCF-2023-0274043,8/4/2023,8/4/2023,0,2,27,2,2,,Non-executive,RECRUITPEDIA PTE. LTD.,2800,2000,Monthly,0,Closed,Shopping Mall Concierge (Islandwide)
"[{""id"":3,""category"":""Advertising / Media""},{""id"":4,""category"":""Architecture / Interior Design""},{""id"":9,""category"":""Design""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274152,8/4/2023,8/4/2023,0,3,76,1,1,,Junior Executive,HMLY PTE LTD,3000,1800,Monthly,0,Closed,Desktop Artist
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":26,""category"":""Marketing / Public Relations""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274068,8/4/2023,8/4/2023,0,0,27,1,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,2400,2000,Monthly,0,Closed,Biotechnologist (SGX Listed Medical Company)
"[{""id"":35,""category"":""Sales / Retail""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274103,8/4/2023,8/4/2023,0,2,38,5,3,,Manager,RECRUITPEDIA PTE. LTD.,7000,5000,Monthly,0,Closed,Senior Store Manager / Retail MNC / Central
"[{""id"":21,""category"":""Information Technology""}]",Permanent,22/4/2023,FALSE,MCF-2023-0273971,8/4/2023,8/4/2023,0,35,368,7,1,,Professional,MICROSOFT OPERATIONS PTE LTD,20000,10000,Monthly,0,Closed,Principal PM Manager
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274171,8/4/2023,8/4/2023,0,18,430,0,3,,Executive,SING WAH ENTERPRISE PTE. LTD.,4000,2500,Monthly,0,Closed,Account Assistant
"[{""id"":2,""category"":""Admin / Secretarial""}]",Contract,8/5/2023,FALSE,MCF-2023-0274036,8/4/2023,8/4/2023,0,3,41,2,1,,Executive,RECRUITPEDIA PTE. LTD.,3000,2500,Monthly,0,Closed,Policy Processing Executive
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,8/5/2023,FALSE,MCF-2022-0869632,8/4/2023,8/11/2022,2,3,125,1,1,,Non-executive,STARPET MARKETING PTE. LTD.,2200,2000,Monthly,0,Closed,Storeman cum E-commerce Administrator
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""},{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,9/7/2023,FALSE,MCF-2023-0274162,9/6/2023,8/4/2023,1,7,143,2,1,,Manager,KEYSTONE CLINIC & SURGERY PTE. LTD.,3200,2500,Monthly,0,Re-open,Clinic Manager
"[{""id"":6,""category"":""Building and Construction""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274179,8/4/2023,8/4/2023,0,10,136,3,1,,Executive,ZH BUILDERS PTE. LTD.,7500,6000,Monthly,0,Closed,Project Engineer
"[{""id"":26,""category"":""Marketing / Public Relations""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274088,8/4/2023,8/4/2023,0,0,40,3,1,,Executive,RECRUITPEDIA PTE. LTD.,4500,3000,Monthly,0,Closed,Sales Executive / FMCG MNC
"[{""id"":38,""category"":""Social Services""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274186,8/4/2023,8/4/2023,0,5,144,6,1,,Professional,AMKFSC COMMUNITY SERVICES LTD.,6000,5000,Monthly,0,Closed,Senior Social Worker (FSC)
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""},{""id"":16,""category"":""General Management""},{""id"":21,""category"":""Information Technology""},{""id"":37,""category"":""Security and Investigation""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274085,8/4/2023,8/4/2023,0,7,132,5,1,,Manager,LONDON SCHOOL OF BUSINESS & FINANCE PTE. LTD.,4600,3800,Monthly,0,Closed,Assistant/QA Manager
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,29/4/2023,FALSE,MCF-2023-0274157,8/4/2023,8/4/2023,0,0,92,0,1,,Junior Executive,SRI MURUGAN MANUFACTURING PTE. LTD.,4500,3500,Monthly,0,Closed,AREA SALESMAN
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":25,""category"":""Manufacturing""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274049,8/4/2023,8/4/2023,0,3,43,2,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,6000,4000,Monthly,0,Closed,Senior Product Specialist (Laboratory Instruments)
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":26,""category"":""Marketing / Public Relations""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274067,8/4/2023,8/4/2023,0,1,40,1,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,2400,2000,Monthly,0,Closed,Laboratory Technologist (SGX Listed Medical Company)
